Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS40W16-IVSD-TR"
718,"1389"
719,"1157"
720,"978"
721,"776"
722,"607"
723,"486"
724,"369"
725,"393"
726,"303"
727,"305"
728,"308"
729,"283"
730,"251"
731,"265"
732,"252"
733,"271"
734,"286"
735,"302"
736,"304"
737,"287"
738,"289"
739,"263"
740,"269"
741,"292"
742,"322"
743,"302"
744,"316"
745,"296"
746,"328"
747,"329"
748,"346"
749,"338"
750,"349"
751,"365"
752,"382"
753,"354"
754,"399"
755,"429"
756,"432"
757,"371"
758,"366"
759,"352"
760,"333"
761,"366"
762,"348"
763,"335"
764,"350"
765,"316"
766,"300"
767,"305"
768,"303"
769,"310"
770,"309"
771,"346"
772,"305"
773,"352"
774,"292"
775,"322"
776,"351"
777,"276"
778,"314"
779,"324"
780,"307"
781,"310"
782,"324"
783,"330"
784,"345"
785,"346"
786,"361"
787,"339"
788,"415"
789,"382"
790,"476"
791,"468"
792,"523"
793,"552"
794,"591"
795,"589"
796,"685"
797,"684"
798,"691"
799,"691"
800,"692"
801,"649"
802,"651"
803,"534"
804,"507"
805,"521"
806,"433"
807,"437"
808,"424"
809,"403"
810,"418"
811,"403"
812,"413"
813,"344"
814,"347"
815,"396"
816,"371"
817,"364"
818,"357"
819,"343"
820,"341"
821,"392"
822,"313"
823,"364"
824,"319"
825,"327"
826,"351"
827,"326"
828,"323"
829,"365"
830,"358"
831,"376"
832,"360"
833,"335"
834,"339"
835,"372"
836,"335"
837,"358"
838,"392"
839,"379"
840,"382"
841,"385"
842,"339"
843,"383"
844,"387"
845,"390"
846,"437"
847,"367"
848,"366"
849,"393"
850,"402"
851,"370"
852,"371"
853,"378"
854,"366"
855,"405"
856,"345"
857,"392"
858,"354"
859,"376"
860,"381"
861,"345"
862,"358"
863,"363"
864,"417"
865,"357"
866,"384"
867,"381"
868,"376"
869,"394"
870,"400"
871,"422"
872,"372"
873,"421"
874,"389"
875,"388"
876,"411"
877,"380"
878,"426"
879,"392"
880,"419"
881,"380"
882,"422"
883,"407"
884,"433"
885,"432"
886,"399"
887,"426"
888,"450"
889,"432"
890,"424"
891,"488"
892,"448"
893,"442"
894,"451"
895,"429"
896,"423"
897,"450"
898,"435"
899,"426"
900,"481"
901,"435"
902,"418"
903,"459"
904,"436"
905,"505"
906,"454"
907,"464"
908,"486"
909,"456"
910,"475"
911,"460"
912,"508"
913,"535"
914,"504"
915,"542"
916,"530"
917,"519"
918,"505"
919,"518"
920,"499"
921,"515"
922,"568"
923,"566"
924,"569"
925,"562"
926,"579"
927,"603"
928,"618"
929,"649"
930,"650"
931,"672"
932,"672"
933,"742"
934,"764"
935,"704"
936,"788"
937,"771"
938,"853"
939,"877"
940,"904"
941,"939"
942,"1025"
943,"1012"
944,"1015"
945,"1197"
946,"1158"
947,"1176"
948,"1264"
949,"1343"
950,"1393"
951,"1402"
952,"1448"
953,"1427"
954,"1609"
955,"1626"
956,"1659"
957,"1616"
958,"1609"
959,"1598"
960,"1594"
961,"1542"
962,"1618"
963,"1539"
964,"1574"
965,"1578"
966,"1479"
967,"1550"
968,"1407"
969,"1449"
970,"1354"
971,"1309"
972,"1261"
973,"1132"
974,"1104"
975,"1076"
976,"1041"
977,"1027"
978,"979"
979,"914"
980,"856"
981,"801"
982,"848"
983,"785"
984,"724"
985,"678"
986,"696"
987,"686"
988,"638"
989,"630"
990,"616"
991,"640"
992,"564"
993,"585"
994,"547"
995,"559"
996,"528"
997,"529"
998,"490"
999,"472"
1000,"536"
1001,"466"
1002,"501"
1003,"574"
1004,"589"
1005,"607"
1006,"636"
1007,"753"
1008,"782"
1009,"955"
1010,"981"
1011,"1127"
1012,"1141"
1013,"1281"
1014,"1345"
1015,"1411"
1016,"1459"
1017,"1515"
1018,"1460"
1019,"1448"
1020,"1433"
1021,"1379"
1022,"1286"
1023,"1089"
1024,"1127"
1025,"939"
1026,"809"
1027,"751"
1028,"592"
1029,"599"
1030,"550"
1031,"469"
1032,"457"
1033,"446"
1034,"439"
1035,"433"
1036,"421"
1037,"460"
1038,"434"
1039,"447"
1040,"429"
1041,"432"
1042,"434"
1043,"457"
1044,"461"
1045,"430"
1046,"453"
1047,"471"
1048,"477"
1049,"488"
1050,"509"
1051,"560"
1052,"542"
1053,"573"
1054,"620"
1055,"657"
1056,"699"
1057,"720"
1058,"745"
1059,"799"
1060,"835"
1061,"875"
1062,"959"
1063,"926"
1064,"1017"
1065,"974"
1066,"1048"
1067,"1040"
1068,"1030"
1069,"1019"
1070,"966"
1071,"950"
1072,"900"
1073,"866"
1074,"855"
1075,"776"
1076,"752"
1077,"712"
1078,"666"
1079,"652"
1080,"613"
1081,"616"
1082,"607"
1083,"593"
1084,"550"
1085,"557"
1086,"546"
1087,"562"
1088,"503"
1089,"542"
1090,"534"
1091,"481"
1092,"465"
1093,"465"
1094,"501"
1095,"478"
1096,"470"
1097,"450"
1098,"460"
1099,"455"
1100,"419"
1101,"411"
1102,"420"
1103,"427"
1104,"410"
1105,"441"
1106,"399"
1107,"397"
1108,"410"
1109,"408"
1110,"389"
1111,"385"
1112,"409"
1113,"398"
1114,"394"
1115,"377"
1116,"382"
1117,"360"
1118,"369"
1119,"388"
1120,"371"
1121,"361"
1122,"368"
1123,"331"
1124,"340"
1125,"357"
1126,"381"
1127,"341"
1128,"327"
1129,"350"
1130,"372"
1131,"357"
1132,"384"
1133,"355"
1134,"370"
1135,"387"
1136,"375"
1137,"385"
1138,"384"
1139,"433"
1140,"460"
1141,"498"
1142,"477"
1143,"515"
1144,"523"
1145,"555"
1146,"538"
1147,"503"
1148,"501"
1149,"523"
1150,"444"
1151,"452"
1152,"429"
1153,"430"
1154,"388"
1155,"379"
1156,"363"
1157,"373"
1158,"361"
1159,"368"
1160,"381"
1161,"347"
1162,"342"
1163,"312"
1164,"353"
1165,"351"
1166,"366"
1167,"336"
1168,"390"
1169,"391"
1170,"347"
1171,"323"
1172,"316"
1173,"309"
1174,"340"
1175,"348"
1176,"307"
1177,"336"
1178,"323"
1179,"329"
1180,"334"
1181,"322"
1182,"315"
1183,"298"
1184,"314"
1185,"318"
1186,"307"
1187,"333"
1188,"288"
1189,"310"
1190,"340"
1191,"348"
1192,"283"
1193,"354"
1194,"322"
1195,"360"
1196,"337"
1197,"358"
1198,"398"
1199,"397"
1200,"368"
1201,"404"
1202,"358"
1203,"374"
1204,"359"
1205,"360"
1206,"353"
1207,"340"
1208,"342"
1209,"312"
1210,"330"
1211,"341"
1212,"297"
1213,"316"
1214,"309"
1215,"336"
1216,"307"
1217,"329"
1218,"314"
1219,"283"
1220,"324"
1221,"308"
1222,"319"
1223,"322"
1224,"279"
1225,"308"
1226,"327"
1227,"297"
1228,"314"
1229,"361"
1230,"339"
1231,"309"
1232,"310"
1233,"303"
1234,"345"
1235,"273"
1236,"285"
1237,"299"
1238,"302"
1239,"299"
1240,"286"
1241,"319"
1242,"303"
1243,"304"
1244,"300"
1245,"281"
1246,"277"
1247,"265"
1248,"320"
1249,"297"
1250,"297"
1251,"269"
1252,"274"
1253,"277"
1254,"284"
1255,"274"
1256,"325"
1257,"289"
1258,"310"
1259,"280"
1260,"299"
1261,"315"
1262,"288"
1263,"293"
1264,"288"
1265,"245"
1266,"300"
1267,"274"
1268,"286"
1269,"297"
1270,"267"
1271,"288"
1272,"290"
1273,"308"
1274,"295"
1275,"284"
1276,"304"
1277,"281"
1278,"269"
1279,"257"
1280,"287"
1281,"300"
1282,"285"
1283,"278"
1284,"266"
1285,"283"
1286,"287"
1287,"286"
1288,"266"
1289,"280"
1290,"269"
1291,"279"
1292,"271"
1293,"275"
1294,"257"
1295,"234"
1296,"280"
1297,"281"
1298,"252"
1299,"299"
1300,"278"
1301,"276"
1302,"266"
1303,"295"
1304,"283"
1305,"287"
1306,"288"
1307,"261"
1308,"258"
1309,"253"
1310,"290"
1311,"251"
1312,"246"
1313,"257"
1314,"270"
1315,"281"
1316,"277"
1317,"252"
1318,"288"
1319,"264"
1320,"284"
1321,"251"
1322,"279"
1323,"274"
1324,"254"
1325,"283"
1326,"257"
1327,"259"
1328,"252"
1329,"230"
1330,"256"
1331,"272"
1332,"234"
1333,"281"
1334,"249"
1335,"252"
1336,"250"
1337,"261"
1338,"257"
1339,"265"
1340,"250"
1341,"254"
1342,"249"
1343,"259"
1344,"241"
1345,"260"
1346,"244"
1347,"259"
1348,"232"
1349,"249"
1350,"270"
1351,"271"
1352,"262"
1353,"239"
1354,"238"
1355,"256"
1356,"276"
1357,"257"
1358,"224"
1359,"254"
1360,"234"
1361,"269"
1362,"234"
1363,"232"
1364,"246"
1365,"241"
1366,"240"
1367,"238"
1368,"268"
1369,"249"
1370,"256"
1371,"229"
1372,"233"
1373,"240"
1374,"232"
1375,"252"
1376,"247"
1377,"246"
1378,"238"
1379,"250"
1380,"223"
1381,"257"
1382,"218"
1383,"231"
1384,"238"
1385,"237"
1386,"239"
1387,"249"
1388,"246"
1389,"225"
1390,"234"
1391,"212"
1392,"229"
1393,"215"
1394,"240"
1395,"229"
1396,"254"
1397,"254"
1398,"226"
1399,"208"
1400,"233"
1401,"219"
1402,"247"
1403,"229"
1404,"245"
1405,"238"
1406,"208"
1407,"200"
1408,"238"
1409,"215"
1410,"225"
1411,"225"
1412,"222"
1413,"231"
1414,"229"
1415,"229"
1416,"225"
1417,"239"
1418,"195"
1419,"221"
1420,"207"
1421,"224"
1422,"225"
1423,"209"
1424,"209"
1425,"234"
1426,"234"
1427,"201"
1428,"215"
1429,"227"
1430,"205"
1431,"241"
1432,"194"
1433,"237"
1434,"228"
1435,"237"
1436,"216"
1437,"219"
1438,"213"
1439,"211"
1440,"213"
1441,"199"
1442,"244"
1443,"227"
1444,"209"
1445,"226"
1446,"202"
1447,"202"
1448,"224"
1449,"220"
1450,"192"
1451,"210"
1452,"211"
1453,"190"
1454,"209"
1455,"210"
1456,"219"
1457,"194"
1458,"205"
1459,"239"
1460,"203"
1461,"209"
1462,"174"
1463,"191"
1464,"172"
1465,"202"
1466,"207"
1467,"207"
1468,"172"
1469,"201"
1470,"218"
1471,"177"
1472,"199"
1473,"194"
1474,"198"
1475,"203"
1476,"180"
1477,"188"
1478,"180"
1479,"216"
1480,"192"
1481,"202"
1482,"194"
1483,"181"
1484,"181"
1485,"194"
1486,"182"
1487,"165"
1488,"188"
1489,"204"
1490,"199"
1491,"180"
1492,"193"
1493,"191"
1494,"171"
1495,"175"
1496,"189"
1497,"201"
1498,"182"
1499,"208"
1500,"184"
1501,"183"
1502,"179"
1503,"206"
1504,"172"
1505,"174"
1506,"192"
1507,"177"
1508,"198"
1509,"183"
1510,"181"
1511,"156"
1512,"176"
1513,"165"
1514,"183"
1515,"175"
1516,"162"
1517,"155"
1518,"202"
1519,"149"
1520,"175"
1521,"179"
1522,"171"
1523,"168"
1524,"172"
1525,"167"
1526,"163"
1527,"162"
1528,"172"
1529,"160"
1530,"184"
1531,"169"
1532,"185"
1533,"164"
1534,"177"
1535,"162"
1536,"139"
1537,"162"
1538,"171"
1539,"174"
1540,"182"
1541,"150"
1542,"164"
1543,"163"
1544,"164"
1545,"185"
1546,"159"
1547,"172"
1548,"148"
1549,"151"
1550,"154"
1551,"165"
1552,"136"
1553,"142"
1554,"126"
1555,"146"
1556,"140"
1557,"139"
1558,"125"
1559,"148"
1560,"144"
1561,"137"
1562,"168"
1563,"135"
1564,"149"
1565,"132"
1566,"157"
1567,"132"
1568,"125"
1569,"152"
1570,"142"
1571,"142"
1572,"149"
1573,"141"
1574,"145"
1575,"141"
1576,"125"
1577,"159"
1578,"147"
1579,"146"
1580,"130"
1581,"138"
1582,"122"
1583,"141"
1584,"133"
1585,"125"
1586,"141"
1587,"144"
1588,"141"
1589,"139"
1590,"128"
1591,"129"
1592,"158"
1593,"148"
1594,"142"
1595,"141"
1596,"147"
1597,"155"
1598,"152"
1599,"161"
1600,"151"
1601,"181"
1602,"175"
1603,"166"
1604,"200"
1605,"197"
1606,"187"
1607,"194"
1608,"179"
1609,"174"
1610,"166"
1611,"185"
1612,"160"
1613,"179"
1614,"160"
1615,"189"
1616,"187"
1617,"210"
1618,"194"
1619,"202"
1620,"219"
1621,"205"
1622,"223"
1623,"230"
1624,"277"
1625,"234"
1626,"203"
1627,"197"
1628,"209"
1629,"186"
1630,"190"
1631,"170"
1632,"163"
1633,"129"
1634,"135"
1635,"119"
1636,"133"
1637,"113"
1638,"105"
1639,"107"
1640,"98"
1641,"116"
1642,"90"
1643,"103"
1644,"72"
1645,"94"
1646,"85"
1647,"101"
1648,"86"
1649,"74"
1650,"96"
1651,"72"
1652,"77"
1653,"84"
1654,"72"
1655,"94"
1656,"83"
1657,"62"
1658,"92"
1659,"83"
1660,"96"
1661,"84"
1662,"81"
1663,"86"
1664,"81"
1665,"65"
1666,"85"
1667,"75"
1668,"58"
1669,"75"
1670,"83"
1671,"79"
1672,"65"
1673,"67"
1674,"62"
1675,"76"
1676,"72"
1677,"77"
1678,"69"
1679,"74"
1680,"80"
1681,"76"
1682,"71"
1683,"83"
1684,"61"
1685,"73"
1686,"86"
1687,"65"
1688,"64"
1689,"62"
1690,"51"
1691,"91"
1692,"65"
1693,"65"
1694,"64"
1695,"65"
1696,"60"
1697,"64"
1698,"64"
1699,"67"
1700,"56"
1701,"45"
1702,"61"
1703,"52"
1704,"61"
1705,"54"
1706,"58"
1707,"45"
1708,"58"
1709,"51"
1710,"53"
1711,"55"
1712,"52"
1713,"54"
1714,"51"
1715,"47"
1716,"47"
1717,"44"
1718,"48"
1719,"46"
1720,"39"
1721,"64"
1722,"48"
1723,"40"
1724,"62"
1725,"38"
1726,"45"
1727,"40"
1728,"34"
1729,"50"
1730,"32"
1731,"42"
1732,"45"
1733,"44"
1734,"43"
1735,"45"
1736,"39"
1737,"26"
1738,"34"
1739,"28"
1740,"41"
1741,"22"
1742,"48"
1743,"43"
1744,"32"
1745,"35"
1746,"34"
1747,"23"
1748,"31"
1749,"34"
1750,"34"
1751,"35"
1752,"35"
1753,"34"
1754,"26"
1755,"34"
1756,"36"
1757,"31"
1758,"27"
1759,"43"
1760,"21"
1761,"26"
1762,"35"
1763,"27"
1764,"19"
1765,"24"
1766,"19"
1767,"18"
1768,"22"
1769,"24"
1770,"39"
1771,"17"
1772,"25"
1773,"13"
1774,"18"
1775,"21"
1776,"14"
1777,"27"
1778,"16"
1779,"15"
1780,"25"
1781,"15"
1782,"17"
1783,"11"
1784,"12"
1785,"16"
1786,"19"
1787,"14"
1788,"12"
1789,"17"
1790,"19"
1791,"15"
1792,"9"
1793,"8"
1794,"10"
1795,"15"
1796,"14"
1797,"11"
1798,"12"
1799,"17"
1800,"12"
1801,"9"
1802,"13"
1803,"10"
1804,"5"
1805,"12"
1806,"10"
1807,"5"
1808,"12"
1809,"5"
1810,"5"
1811,"13"
1812,"7"
1813,"10"
1814,"8"
1815,"11"
1816,"9"
1817,"11"
1818,"6"
1819,"9"
1820,"13"
1821,"11"
1822,"13"
1823,"19"
1824,"8"
1825,"20"
1826,"29"
1827,"24"
1828,"21"
1829,"30"
1830,"17"
1831,"32"
1832,"22"
1833,"36"
1834,"18"
1835,"27"
1836,"28"
1837,"28"
1838,"23"
1839,"22"
1840,"19"
1841,"24"
1842,"17"
1843,"15"
1844,"13"
1845,"12"
1846,"9"
1847,"6"
1848,"5"
1849,"10"
1850,"6"
1851,"9"
1852,"8"
1853,"5"
1854,"8"
1855,"4"
1856,"3"
1857,"1"
1858,"4"
1859,"4"
1860,"2"
1861,"5"
1862,"6"
1863,"4"
1864,"6"
1865,"5"
1866,"4"
1867,"7"
1868,"8"
1869,"5"
1870,"4"
1871,"5"
1872,"7"
1873,"10"
1874,"7"
1875,"5"
1876,"11"
1877,"11"
1878,"11"
1879,"10"
1880,"8"
1881,"8"
1882,"11"
1883,"8"
1884,"4"
1885,"9"
1886,"4"
1887,"6"
1888,"4"
1889,"6"
1890,"3"
1891,"3"
1892,"5"
1893,"4"
1894,"5"
1895,"2"
1896,"2"
1897,"2"
1898,"6"
1899,"5"
1900,"2"
1901,"2"
1902,"4"
1903,"1"
1904,"4"
1905,"0"
1906,"1"
1907,"3"
1908,"2"
1909,"2"
1910,"4"
1911,"3"
1912,"1"
1913,"1"
1914,"1"
1915,"2"
1916,"2"
1917,"2"
1918,"3"
1919,"4"
1920,"2"
1921,"1"
1922,"1"
1923,"1"
1924,"1"
1925,"1"
1926,"0"
1927,"2"
1928,"3"
1929,"3"
1930,"2"
1931,"5"
1932,"0"
1933,"1"
1934,"3"
1935,"1"
1936,"2"
1937,"2"
1938,"0"
1939,"0"
1940,"4"
1941,"0"
1942,"3"
1943,"0"
1944,"1"
1945,"0"
1946,"1"
1947,"0"
1948,"2"
1949,"1"
1950,"4"
1951,"0"
1952,"0"
1953,"1"
1954,"1"
1955,"1"
1956,"1"
1957,"0"
1958,"0"
1959,"1"
1960,"2"
1961,"1"
1962,"0"
1963,"0"
1964,"3"
1965,"0"
1966,"1"
1967,"2"
1968,"0"
1969,"0"
1970,"1"
1971,"1"
1972,"1"
1973,"3"
1974,"1"
1975,"2"
1976,"1"
1977,"1"
1978,"2"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"1"
1984,"0"
1985,"0"
1986,"1"
1987,"2"
1988,"0"
1989,"0"
1990,"0"
1991,"3"
1992,"1"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"1"
1998,"0"
1999,"1"
2000,"0"
2001,"1"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"1"
2015,"0"
2016,"0"
2017,"0"
2018,"1"
2019,"0"
2020,"0"
2021,"1"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"1"
2029,"0"
2030,"0"
2031,"1"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"1"
2042,"2"
2043,"1"
2044,"0"
2045,"1"
2046,"0"
2047,"0"


