Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS40W4-IVSD-TR"
344,"97"
345,"108"
346,"118"
347,"171"
348,"228"
349,"340"
350,"585"
351,"779"
352,"1174"
353,"1417"
354,"1724"
355,"2043"
356,"2073"
357,"1890"
358,"1670"
359,"1290"
360,"931"
361,"645"
362,"451"
363,"241"
364,"129"
365,"89"
366,"59"
367,"48"
368,"29"
369,"30"
370,"28"
371,"37"
372,"21"
373,"37"
374,"35"
375,"69"
376,"57"
377,"51"
378,"46"
379,"61"
380,"45"
381,"29"
382,"43"
383,"34"
384,"37"
385,"23"
386,"37"
387,"23"
388,"30"
389,"18"
390,"24"
391,"26"
392,"34"
393,"28"
394,"22"
395,"24"
396,"31"
397,"26"
398,"39"
399,"42"
400,"65"
401,"69"
402,"78"
403,"86"
404,"97"
405,"111"
406,"101"
407,"117"
408,"97"
409,"76"
410,"59"
411,"57"
412,"44"
413,"42"
414,"30"
415,"34"
416,"28"
417,"40"
418,"44"
419,"24"
420,"21"
421,"39"
422,"20"
423,"36"
424,"33"
425,"33"
426,"24"
427,"39"
428,"53"
429,"71"
430,"83"
431,"124"
432,"153"
433,"156"
434,"180"
435,"206"
436,"229"
437,"224"
438,"180"
439,"143"
440,"109"
441,"77"
442,"62"
443,"64"
444,"31"
445,"46"
446,"38"
447,"52"
448,"41"
449,"44"
450,"47"
451,"56"
452,"47"
453,"46"
454,"38"
455,"33"
456,"40"
457,"35"
458,"28"
459,"51"
460,"40"
461,"65"
462,"56"
463,"60"
464,"67"
465,"66"
466,"75"
467,"72"
468,"67"
469,"64"
470,"63"
471,"50"
472,"42"
473,"50"
474,"41"
475,"48"
476,"50"
477,"61"
478,"45"
479,"58"
480,"56"
481,"71"
482,"85"
483,"58"
484,"60"
485,"56"
486,"59"
487,"52"
488,"69"
489,"49"
490,"58"
491,"51"
492,"61"
493,"55"
494,"41"
495,"47"
496,"57"
497,"51"
498,"53"
499,"59"
500,"57"
501,"59"
502,"55"
503,"49"
504,"51"
505,"44"
506,"47"
507,"67"
508,"51"
509,"57"
510,"58"
511,"52"
512,"75"
513,"60"
514,"75"
515,"69"
516,"70"
517,"71"
518,"51"
519,"60"
520,"77"
521,"87"
522,"74"
523,"72"
524,"75"
525,"73"
526,"78"
527,"94"
528,"122"
529,"104"
530,"106"
531,"113"
532,"126"
533,"113"
534,"114"
535,"119"
536,"119"
537,"76"
538,"96"
539,"88"
540,"72"
541,"97"
542,"81"
543,"77"
544,"101"
545,"91"
546,"90"
547,"97"
548,"79"
549,"92"
550,"106"
551,"99"
552,"98"
553,"71"
554,"110"
555,"95"
556,"107"
557,"88"
558,"110"
559,"112"
560,"109"
561,"92"
562,"117"
563,"109"
564,"95"
565,"110"
566,"115"
567,"107"
568,"123"
569,"118"
570,"126"
571,"107"
572,"118"
573,"116"
574,"118"
575,"114"
576,"123"
577,"133"
578,"113"
579,"124"
580,"123"
581,"148"
582,"143"
583,"127"
584,"135"
585,"124"
586,"153"
587,"128"
588,"115"
589,"142"
590,"128"
591,"148"
592,"141"
593,"187"
594,"139"
595,"157"
596,"168"
597,"139"
598,"131"
599,"156"
600,"143"
601,"165"
602,"143"
603,"131"
604,"180"
605,"147"
606,"156"
607,"169"
608,"175"
609,"154"
610,"153"
611,"194"
612,"179"
613,"195"
614,"172"
615,"191"
616,"180"
617,"164"
618,"200"
619,"204"
620,"197"
621,"183"
622,"194"
623,"184"
624,"177"
625,"195"
626,"198"
627,"181"
628,"202"
629,"213"
630,"237"
631,"229"
632,"226"
633,"238"
634,"229"
635,"233"
636,"216"
637,"265"
638,"254"
639,"260"
640,"243"
641,"257"
642,"219"
643,"242"
644,"242"
645,"228"
646,"242"
647,"236"
648,"255"
649,"242"
650,"261"
651,"269"
652,"263"
653,"288"
654,"270"
655,"267"
656,"262"
657,"256"
658,"255"
659,"307"
660,"277"
661,"261"
662,"276"
663,"302"
664,"322"
665,"321"
666,"315"
667,"412"
668,"476"
669,"542"
670,"634"
671,"654"
672,"775"
673,"818"
674,"871"
675,"842"
676,"850"
677,"806"
678,"741"
679,"638"
680,"583"
681,"550"
682,"428"
683,"414"
684,"382"
685,"337"
686,"339"
687,"289"
688,"321"
689,"328"
690,"293"
691,"307"
692,"317"
693,"320"
694,"330"
695,"309"
696,"336"
697,"327"
698,"319"
699,"315"
700,"365"
701,"382"
702,"373"
703,"397"
704,"396"
705,"505"
706,"485"
707,"616"
708,"748"
709,"801"
710,"971"
711,"1025"
712,"1065"
713,"1059"
714,"1062"
715,"1007"
716,"978"
717,"867"
718,"828"
719,"686"
720,"638"
721,"567"
722,"428"
723,"477"
724,"395"
725,"385"
726,"377"
727,"365"
728,"377"
729,"327"
730,"339"
731,"378"
732,"356"
733,"363"
734,"366"
735,"363"
736,"388"
737,"378"
738,"404"
739,"406"
740,"365"
741,"422"
742,"398"
743,"417"
744,"466"
745,"454"
746,"468"
747,"494"
748,"514"
749,"569"
750,"617"
751,"606"
752,"641"
753,"641"
754,"610"
755,"604"
756,"659"
757,"635"
758,"641"
759,"519"
760,"516"
761,"494"
762,"465"
763,"437"
764,"469"
765,"418"
766,"447"
767,"448"
768,"463"
769,"422"
770,"444"
771,"430"
772,"422"
773,"433"
774,"422"
775,"433"
776,"483"
777,"460"
778,"425"
779,"437"
780,"481"
781,"481"
782,"541"
783,"631"
784,"701"
785,"881"
786,"1005"
787,"1147"
788,"1426"
789,"1576"
790,"1853"
791,"2203"
792,"2530"
793,"2457"
794,"2555"
795,"2562"
796,"2483"
797,"2416"
798,"2185"
799,"1960"
800,"1708"
801,"1384"
802,"1161"
803,"1016"
804,"878"
805,"752"
806,"667"
807,"585"
808,"519"
809,"508"
810,"475"
811,"471"
812,"509"
813,"489"
814,"469"
815,"518"
816,"498"
817,"459"
818,"460"
819,"539"
820,"491"
821,"499"
822,"511"
823,"480"
824,"483"
825,"514"
826,"498"
827,"473"
828,"478"
829,"504"
830,"545"
831,"499"
832,"541"
833,"535"
834,"555"
835,"584"
836,"544"
837,"523"
838,"561"
839,"572"
840,"549"
841,"530"
842,"553"
843,"550"
844,"551"
845,"506"
846,"497"
847,"523"
848,"552"
849,"517"
850,"509"
851,"528"
852,"513"
853,"544"
854,"516"
855,"465"
856,"520"
857,"559"
858,"508"
859,"516"
860,"495"
861,"499"
862,"520"
863,"508"
864,"546"
865,"564"
866,"514"
867,"543"
868,"515"
869,"547"
870,"533"
871,"540"
872,"555"
873,"522"
874,"578"
875,"557"
876,"570"
877,"583"
878,"545"
879,"582"
880,"590"
881,"640"
882,"672"
883,"698"
884,"744"
885,"718"
886,"812"
887,"859"
888,"907"
889,"905"
890,"905"
891,"903"
892,"919"
893,"910"
894,"866"
895,"885"
896,"880"
897,"772"
898,"766"
899,"713"
900,"712"
901,"733"
902,"731"
903,"755"
904,"651"
905,"746"
906,"712"
907,"673"
908,"704"
909,"764"
910,"686"
911,"684"
912,"674"
913,"698"
914,"693"
915,"763"
916,"742"
917,"737"
918,"762"
919,"762"
920,"786"
921,"787"
922,"799"
923,"757"
924,"839"
925,"796"
926,"925"
927,"855"
928,"876"
929,"858"
930,"939"
931,"1024"
932,"1031"
933,"1066"
934,"1052"
935,"1071"
936,"1167"
937,"1242"
938,"1230"
939,"1337"
940,"1449"
941,"1450"
942,"1571"
943,"1580"
944,"1673"
945,"1719"
946,"1704"
947,"1836"
948,"1983"
949,"1969"
950,"2062"
951,"2167"
952,"2166"
953,"2243"
954,"2302"
955,"2266"
956,"2354"
957,"2287"
958,"2308"
959,"2327"
960,"2393"
961,"2306"
962,"2371"
963,"2339"
964,"2236"
965,"2139"
966,"2270"
967,"2132"
968,"2028"
969,"2044"
970,"1899"
971,"1903"
972,"1751"
973,"1779"
974,"1693"
975,"1543"
976,"1564"
977,"1414"
978,"1338"
979,"1236"
980,"1324"
981,"1275"
982,"1116"
983,"1100"
984,"1085"
985,"997"
986,"999"
987,"897"
988,"893"
989,"949"
990,"859"
991,"849"
992,"799"
993,"856"
994,"791"
995,"732"
996,"770"
997,"754"
998,"748"
999,"728"
1000,"776"
1001,"725"
1002,"759"
1003,"780"
1004,"781"
1005,"871"
1006,"942"
1007,"980"
1008,"1032"
1009,"1071"
1010,"1192"
1011,"1286"
1012,"1450"
1013,"1452"
1014,"1523"
1015,"1618"
1016,"1690"
1017,"1635"
1018,"1617"
1019,"1692"
1020,"1682"
1021,"1577"
1022,"1497"
1023,"1345"
1024,"1256"
1025,"1066"
1026,"1010"
1027,"939"
1028,"848"
1029,"771"
1030,"741"
1031,"688"
1032,"668"
1033,"672"
1034,"633"
1035,"565"
1036,"584"
1037,"581"
1038,"657"
1039,"598"
1040,"655"
1041,"633"
1042,"628"
1043,"672"
1044,"673"
1045,"625"
1046,"660"
1047,"675"
1048,"714"
1049,"732"
1050,"760"
1051,"776"
1052,"779"
1053,"829"
1054,"874"
1055,"968"
1056,"937"
1057,"1060"
1058,"1103"
1059,"1120"
1060,"1182"
1061,"1202"
1062,"1233"
1063,"1375"
1064,"1371"
1065,"1439"
1066,"1451"
1067,"1398"
1068,"1381"
1069,"1394"
1070,"1334"
1071,"1202"
1072,"1214"
1073,"1145"
1074,"1169"
1075,"1070"
1076,"999"
1077,"1033"
1078,"907"
1079,"882"
1080,"894"
1081,"863"
1082,"853"
1083,"796"
1084,"842"
1085,"779"
1086,"780"
1087,"756"
1088,"772"
1089,"761"
1090,"784"
1091,"800"
1092,"711"
1093,"704"
1094,"715"
1095,"693"
1096,"671"
1097,"701"
1098,"643"
1099,"672"
1100,"669"
1101,"629"
1102,"612"
1103,"630"
1104,"594"
1105,"606"
1106,"612"
1107,"554"
1108,"560"
1109,"587"
1110,"534"
1111,"553"
1112,"549"
1113,"550"
1114,"538"
1115,"523"
1116,"559"
1117,"557"
1118,"557"
1119,"512"
1120,"549"
1121,"502"
1122,"543"
1123,"486"
1124,"489"
1125,"520"
1126,"524"
1127,"509"
1128,"512"
1129,"539"
1130,"498"
1131,"553"
1132,"538"
1133,"506"
1134,"511"
1135,"491"
1136,"550"
1137,"571"
1138,"577"
1139,"638"
1140,"600"
1141,"666"
1142,"677"
1143,"693"
1144,"700"
1145,"675"
1146,"686"
1147,"693"
1148,"692"
1149,"705"
1150,"663"
1151,"620"
1152,"581"
1153,"595"
1154,"559"
1155,"509"
1156,"538"
1157,"508"
1158,"482"
1159,"488"
1160,"503"
1161,"491"
1162,"483"
1163,"460"
1164,"479"
1165,"501"
1166,"514"
1167,"488"
1168,"494"
1169,"496"
1170,"499"
1171,"500"
1172,"498"
1173,"476"
1174,"477"
1175,"523"
1176,"453"
1177,"450"
1178,"440"
1179,"451"
1180,"452"
1181,"450"
1182,"455"
1183,"426"
1184,"483"
1185,"460"
1186,"486"
1187,"478"
1188,"477"
1189,"454"
1190,"449"
1191,"491"
1192,"490"
1193,"512"
1194,"495"
1195,"505"
1196,"537"
1197,"580"
1198,"543"
1199,"493"
1200,"563"
1201,"532"
1202,"526"
1203,"506"
1204,"551"
1205,"505"
1206,"523"
1207,"501"
1208,"467"
1209,"461"
1210,"453"
1211,"469"
1212,"485"
1213,"469"
1214,"444"
1215,"466"
1216,"434"
1217,"477"
1218,"445"
1219,"447"
1220,"439"
1221,"411"
1222,"443"
1223,"498"
1224,"418"
1225,"426"
1226,"441"
1227,"446"
1228,"401"
1229,"444"
1230,"462"
1231,"441"
1232,"413"
1233,"407"
1234,"445"
1235,"449"
1236,"410"
1237,"416"
1238,"420"
1239,"420"
1240,"420"
1241,"439"
1242,"431"
1243,"423"
1244,"426"
1245,"460"
1246,"446"
1247,"384"
1248,"429"
1249,"405"
1250,"414"
1251,"417"
1252,"425"
1253,"395"
1254,"434"
1255,"429"
1256,"453"
1257,"403"
1258,"431"
1259,"428"
1260,"379"
1261,"446"
1262,"463"
1263,"405"
1264,"412"
1265,"407"
1266,"421"
1267,"422"
1268,"411"
1269,"438"
1270,"387"
1271,"394"
1272,"427"
1273,"416"
1274,"416"
1275,"419"
1276,"400"
1277,"419"
1278,"386"
1279,"405"
1280,"390"
1281,"419"
1282,"421"
1283,"410"
1284,"408"
1285,"373"
1286,"443"
1287,"421"
1288,"428"
1289,"391"
1290,"407"
1291,"406"
1292,"408"
1293,"411"
1294,"382"
1295,"392"
1296,"392"
1297,"377"
1298,"363"
1299,"401"
1300,"396"
1301,"388"
1302,"391"
1303,"385"
1304,"418"
1305,"412"
1306,"401"
1307,"404"
1308,"416"
1309,"377"
1310,"415"
1311,"343"
1312,"403"
1313,"380"
1314,"374"
1315,"374"
1316,"379"
1317,"401"
1318,"391"
1319,"373"
1320,"360"
1321,"402"
1322,"351"
1323,"372"
1324,"386"
1325,"331"
1326,"349"
1327,"348"
1328,"367"
1329,"390"
1330,"398"
1331,"333"
1332,"352"
1333,"374"
1334,"371"
1335,"347"
1336,"367"
1337,"380"
1338,"369"
1339,"374"
1340,"348"
1341,"367"
1342,"374"
1343,"351"
1344,"362"
1345,"332"
1346,"325"
1347,"363"
1348,"335"
1349,"371"
1350,"368"
1351,"356"
1352,"349"
1353,"385"
1354,"383"
1355,"327"
1356,"369"
1357,"344"
1358,"352"
1359,"365"
1360,"325"
1361,"330"
1362,"356"
1363,"357"
1364,"341"
1365,"339"
1366,"382"
1367,"367"
1368,"362"
1369,"374"
1370,"357"
1371,"367"
1372,"369"
1373,"331"
1374,"329"
1375,"329"
1376,"329"
1377,"335"
1378,"319"
1379,"357"
1380,"323"
1381,"324"
1382,"325"
1383,"309"
1384,"341"
1385,"311"
1386,"324"
1387,"329"
1388,"348"
1389,"304"
1390,"331"
1391,"322"
1392,"344"
1393,"323"
1394,"349"
1395,"340"
1396,"326"
1397,"338"
1398,"352"
1399,"302"
1400,"329"
1401,"350"
1402,"318"
1403,"317"
1404,"288"
1405,"351"
1406,"326"
1407,"337"
1408,"294"
1409,"268"
1410,"315"
1411,"329"
1412,"327"
1413,"347"
1414,"275"
1415,"317"
1416,"301"
1417,"294"
1418,"323"
1419,"316"
1420,"313"
1421,"308"
1422,"308"
1423,"328"
1424,"306"
1425,"302"
1426,"288"
1427,"292"
1428,"329"
1429,"308"
1430,"298"
1431,"307"
1432,"280"
1433,"301"
1434,"305"
1435,"297"
1436,"301"
1437,"294"
1438,"293"
1439,"293"
1440,"292"
1441,"278"
1442,"297"
1443,"322"
1444,"300"
1445,"324"
1446,"308"
1447,"299"
1448,"335"
1449,"278"
1450,"276"
1451,"282"
1452,"269"
1453,"286"
1454,"282"
1455,"286"
1456,"299"
1457,"270"
1458,"279"
1459,"296"
1460,"279"
1461,"264"
1462,"291"
1463,"278"
1464,"231"
1465,"238"
1466,"297"
1467,"259"
1468,"278"
1469,"253"
1470,"280"
1471,"267"
1472,"261"
1473,"267"
1474,"274"
1475,"279"
1476,"261"
1477,"288"
1478,"249"
1479,"260"
1480,"238"
1481,"250"
1482,"288"
1483,"246"
1484,"244"
1485,"277"
1486,"257"
1487,"272"
1488,"227"
1489,"275"
1490,"263"
1491,"242"
1492,"234"
1493,"277"
1494,"240"
1495,"236"
1496,"258"
1497,"254"
1498,"255"
1499,"249"
1500,"258"
1501,"232"
1502,"211"
1503,"231"
1504,"253"
1505,"234"
1506,"225"
1507,"246"
1508,"234"
1509,"250"
1510,"235"
1511,"237"
1512,"271"
1513,"241"
1514,"239"
1515,"236"
1516,"236"
1517,"240"
1518,"231"
1519,"219"
1520,"251"
1521,"243"
1522,"226"
1523,"218"
1524,"219"
1525,"236"
1526,"222"
1527,"220"
1528,"217"
1529,"229"
1530,"233"
1531,"200"
1532,"213"
1533,"218"
1534,"203"
1535,"232"
1536,"225"
1537,"227"
1538,"216"
1539,"212"
1540,"217"
1541,"208"
1542,"200"
1543,"238"
1544,"170"
1545,"225"
1546,"200"
1547,"202"
1548,"205"
1549,"192"
1550,"206"
1551,"206"
1552,"205"
1553,"204"
1554,"200"
1555,"231"
1556,"190"
1557,"195"
1558,"213"
1559,"207"
1560,"200"
1561,"193"
1562,"200"
1563,"197"
1564,"168"
1565,"176"
1566,"201"
1567,"168"
1568,"188"
1569,"171"
1570,"182"
1571,"190"
1572,"190"
1573,"191"
1574,"172"
1575,"171"
1576,"167"
1577,"172"
1578,"174"
1579,"199"
1580,"157"
1581,"180"
1582,"172"
1583,"197"
1584,"164"
1585,"161"
1586,"154"
1587,"162"
1588,"187"
1589,"164"
1590,"151"
1591,"166"
1592,"177"
1593,"183"
1594,"162"
1595,"178"
1596,"179"
1597,"189"
1598,"189"
1599,"161"
1600,"151"
1601,"162"
1602,"168"
1603,"159"
1604,"148"
1605,"153"
1606,"153"
1607,"163"
1608,"145"
1609,"139"
1610,"157"
1611,"164"
1612,"149"
1613,"150"
1614,"169"
1615,"149"
1616,"145"
1617,"148"
1618,"171"
1619,"161"
1620,"152"
1621,"149"
1622,"164"
1623,"133"
1624,"161"
1625,"164"
1626,"147"
1627,"149"
1628,"125"
1629,"153"
1630,"144"
1631,"160"
1632,"133"
1633,"133"
1634,"128"
1635,"124"
1636,"125"
1637,"127"
1638,"126"
1639,"120"
1640,"133"
1641,"127"
1642,"115"
1643,"129"
1644,"114"
1645,"128"
1646,"126"
1647,"101"
1648,"113"
1649,"132"
1650,"125"
1651,"116"
1652,"122"
1653,"106"
1654,"123"
1655,"127"
1656,"98"
1657,"103"
1658,"112"
1659,"117"
1660,"114"
1661,"112"
1662,"116"
1663,"113"
1664,"103"
1665,"107"
1666,"113"
1667,"113"
1668,"102"
1669,"128"
1670,"101"
1671,"95"
1672,"105"
1673,"90"
1674,"115"
1675,"94"
1676,"107"
1677,"114"
1678,"97"
1679,"92"
1680,"87"
1681,"85"
1682,"95"
1683,"93"
1684,"84"
1685,"88"
1686,"84"
1687,"100"
1688,"99"
1689,"99"
1690,"85"
1691,"104"
1692,"71"
1693,"75"
1694,"69"
1695,"74"
1696,"79"
1697,"94"
1698,"70"
1699,"70"
1700,"85"
1701,"78"
1702,"89"
1703,"77"
1704,"71"
1705,"63"
1706,"73"
1707,"71"
1708,"76"
1709,"68"
1710,"68"
1711,"82"
1712,"79"
1713,"60"
1714,"73"
1715,"67"
1716,"58"
1717,"74"
1718,"48"
1719,"61"
1720,"60"
1721,"79"
1722,"58"
1723,"55"
1724,"77"
1725,"65"
1726,"54"
1727,"47"
1728,"57"
1729,"49"
1730,"46"
1731,"52"
1732,"48"
1733,"60"
1734,"58"
1735,"62"
1736,"58"
1737,"64"
1738,"56"
1739,"53"
1740,"43"
1741,"45"
1742,"45"
1743,"39"
1744,"51"
1745,"54"
1746,"48"
1747,"37"
1748,"41"
1749,"49"
1750,"52"
1751,"35"
1752,"36"
1753,"42"
1754,"40"
1755,"40"
1756,"36"
1757,"35"
1758,"26"
1759,"25"
1760,"30"
1761,"30"
1762,"25"
1763,"31"
1764,"32"
1765,"43"
1766,"23"
1767,"34"
1768,"24"
1769,"24"
1770,"26"
1771,"19"
1772,"28"
1773,"33"
1774,"25"
1775,"32"
1776,"29"
1777,"19"
1778,"25"
1779,"13"
1780,"20"
1781,"26"
1782,"16"
1783,"27"
1784,"17"
1785,"24"
1786,"21"
1787,"19"
1788,"18"
1789,"19"
1790,"18"
1791,"13"
1792,"17"
1793,"11"
1794,"28"
1795,"14"
1796,"10"
1797,"16"
1798,"18"
1799,"17"
1800,"16"
1801,"10"
1802,"5"
1803,"19"
1804,"7"
1805,"13"
1806,"7"
1807,"10"
1808,"9"
1809,"10"
1810,"17"
1811,"9"
1812,"17"
1813,"18"
1814,"13"
1815,"8"
1816,"9"
1817,"10"
1818,"11"
1819,"7"
1820,"12"
1821,"4"
1822,"11"
1823,"12"
1824,"11"
1825,"10"
1826,"11"
1827,"7"
1828,"6"
1829,"9"
1830,"16"
1831,"11"
1832,"13"
1833,"11"
1834,"11"
1835,"14"
1836,"5"
1837,"8"
1838,"13"
1839,"9"
1840,"9"
1841,"7"
1842,"9"
1843,"7"
1844,"5"
1845,"5"
1846,"3"
1847,"4"
1848,"5"
1849,"10"
1850,"4"
1851,"7"
1852,"6"
1853,"10"
1854,"6"
1855,"6"
1856,"8"
1857,"8"
1858,"6"
1859,"5"
1860,"4"
1861,"2"
1862,"6"
1863,"4"
1864,"5"
1865,"5"
1866,"4"
1867,"7"
1868,"0"
1869,"6"
1870,"6"
1871,"3"
1872,"5"
1873,"4"
1874,"9"
1875,"6"
1876,"2"
1877,"5"
1878,"2"
1879,"5"
1880,"4"
1881,"3"
1882,"8"
1883,"5"
1884,"3"
1885,"4"
1886,"3"
1887,"8"
1888,"3"
1889,"5"
1890,"3"
1891,"2"
1892,"1"
1893,"1"
1894,"1"
1895,"5"
1896,"5"
1897,"2"
1898,"6"
1899,"2"
1900,"3"
1901,"2"
1902,"4"
1903,"2"
1904,"5"
1905,"2"
1906,"1"
1907,"2"
1908,"5"
1909,"0"
1910,"8"
1911,"3"
1912,"3"
1913,"1"
1914,"2"
1915,"2"
1916,"2"
1917,"5"
1918,"2"
1919,"3"
1920,"4"
1921,"2"
1922,"1"
1923,"1"
1924,"2"
1925,"4"
1926,"3"
1927,"1"
1928,"4"
1929,"2"
1930,"2"
1931,"1"
1932,"2"
1933,"2"
1934,"2"
1935,"0"
1936,"1"
1937,"1"
1938,"0"
1939,"0"
1940,"1"
1941,"4"
1942,"1"
1943,"2"
1944,"4"
1945,"2"
1946,"2"
1947,"4"
1948,"1"
1949,"1"
1950,"4"
1951,"3"
1952,"0"
1953,"2"
1954,"2"
1955,"4"
1956,"2"
1957,"0"
1958,"4"
1959,"4"
1960,"1"
1961,"1"
1962,"1"
1963,"1"
1964,"0"
1965,"1"
1966,"2"
1967,"1"
1968,"0"
1969,"0"
1970,"0"
1971,"1"
1972,"0"
1973,"2"
1974,"2"
1975,"2"
1976,"2"
1977,"2"
1978,"2"
1979,"1"
1980,"0"
1981,"1"
1982,"0"
1983,"0"
1984,"0"
1985,"2"
1986,"0"
1987,"3"
1988,"1"
1989,"0"
1990,"0"
1991,"3"
1992,"0"
1993,"0"
1994,"2"
1995,"3"
1996,"0"
1997,"2"
1998,"0"
1999,"0"
2000,"0"
2001,"1"
2002,"1"
2003,"0"
2004,"1"
2005,"1"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"1"
2013,"2"
2014,"0"
2015,"0"
2016,"1"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"2"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"1"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"1"
2038,"0"
2039,"0"
2040,"1"
2041,"1"
2042,"0"
2043,"2"
2044,"1"
2045,"0"
2046,"0"
2047,"1"


