Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS40W25-IVSD-TR"
723,"471"
724,"417"
725,"387"
726,"376"
727,"376"
728,"381"
729,"337"
730,"349"
731,"339"
732,"354"
733,"364"
734,"389"
735,"326"
736,"355"
737,"370"
738,"409"
739,"340"
740,"393"
741,"369"
742,"381"
743,"377"
744,"406"
745,"433"
746,"493"
747,"480"
748,"511"
749,"524"
750,"566"
751,"609"
752,"607"
753,"628"
754,"616"
755,"638"
756,"637"
757,"633"
758,"539"
759,"567"
760,"505"
761,"476"
762,"427"
763,"442"
764,"461"
765,"421"
766,"429"
767,"407"
768,"390"
769,"415"
770,"399"
771,"431"
772,"418"
773,"414"
774,"401"
775,"402"
776,"406"
777,"392"
778,"408"
779,"450"
780,"392"
781,"446"
782,"478"
783,"504"
784,"514"
785,"533"
786,"617"
787,"658"
788,"721"
789,"836"
790,"928"
791,"1004"
792,"1099"
793,"1113"
794,"1200"
795,"1222"
796,"1224"
797,"1201"
798,"1087"
799,"1059"
800,"987"
801,"841"
802,"773"
803,"686"
804,"632"
805,"600"
806,"530"
807,"540"
808,"486"
809,"471"
810,"485"
811,"452"
812,"479"
813,"469"
814,"481"
815,"482"
816,"480"
817,"469"
818,"454"
819,"460"
820,"455"
821,"481"
822,"455"
823,"443"
824,"439"
825,"472"
826,"485"
827,"447"
828,"469"
829,"467"
830,"495"
831,"471"
832,"499"
833,"515"
834,"557"
835,"553"
836,"555"
837,"569"
838,"562"
839,"557"
840,"522"
841,"508"
842,"566"
843,"546"
844,"513"
845,"515"
846,"509"
847,"479"
848,"489"
849,"467"
850,"497"
851,"505"
852,"446"
853,"477"
854,"476"
855,"472"
856,"471"
857,"471"
858,"458"
859,"507"
860,"500"
861,"448"
862,"488"
863,"511"
864,"503"
865,"516"
866,"508"
867,"479"
868,"528"
869,"540"
870,"503"
871,"524"
872,"551"
873,"495"
874,"505"
875,"520"
876,"532"
877,"552"
878,"536"
879,"499"
880,"532"
881,"557"
882,"586"
883,"573"
884,"560"
885,"593"
886,"615"
887,"614"
888,"651"
889,"692"
890,"664"
891,"626"
892,"692"
893,"683"
894,"623"
895,"617"
896,"638"
897,"663"
898,"643"
899,"645"
900,"653"
901,"625"
902,"631"
903,"621"
904,"577"
905,"620"
906,"633"
907,"709"
908,"648"
909,"672"
910,"659"
911,"644"
912,"688"
913,"703"
914,"691"
915,"661"
916,"708"
917,"704"
918,"704"
919,"693"
920,"683"
921,"765"
922,"778"
923,"774"
924,"777"
925,"791"
926,"771"
927,"814"
928,"808"
929,"874"
930,"930"
931,"941"
932,"963"
933,"946"
934,"1049"
935,"1156"
936,"1098"
937,"1190"
938,"1150"
939,"1298"
940,"1312"
941,"1396"
942,"1431"
943,"1491"
944,"1490"
945,"1645"
946,"1657"
947,"1780"
948,"1808"
949,"1862"
950,"1932"
951,"2026"
952,"2101"
953,"2055"
954,"2172"
955,"2234"
956,"2238"
957,"2231"
958,"2241"
959,"2192"
960,"2430"
961,"2167"
962,"2166"
963,"2214"
964,"2166"
965,"2155"
966,"2038"
967,"1961"
968,"1944"
969,"1860"
970,"1840"
971,"1767"
972,"1638"
973,"1579"
974,"1455"
975,"1514"
976,"1406"
977,"1329"
978,"1280"
979,"1288"
980,"1180"
981,"1144"
982,"1101"
983,"1020"
984,"1039"
985,"987"
986,"963"
987,"947"
988,"849"
989,"863"
990,"878"
991,"809"
992,"783"
993,"748"
994,"715"
995,"751"
996,"733"
997,"718"
998,"689"
999,"699"
1000,"673"
1001,"699"
1002,"727"
1003,"721"
1004,"774"
1005,"811"
1006,"870"
1007,"930"
1008,"962"
1009,"1090"
1010,"1184"
1011,"1258"
1012,"1352"
1013,"1427"
1014,"1519"
1015,"1605"
1016,"1678"
1017,"1679"
1018,"1666"
1019,"1708"
1020,"1591"
1021,"1553"
1022,"1410"
1023,"1309"
1024,"1252"
1025,"1079"
1026,"975"
1027,"902"
1028,"772"
1029,"795"
1030,"667"
1031,"610"
1032,"595"
1033,"609"
1034,"635"
1035,"598"
1036,"592"
1037,"579"
1038,"553"
1039,"608"
1040,"589"
1041,"582"
1042,"641"
1043,"568"
1044,"622"
1045,"653"
1046,"622"
1047,"645"
1048,"651"
1049,"689"
1050,"716"
1051,"738"
1052,"706"
1053,"841"
1054,"832"
1055,"879"
1056,"947"
1057,"986"
1058,"1054"
1059,"1123"
1060,"1145"
1061,"1162"
1062,"1241"
1063,"1220"
1064,"1298"
1065,"1326"
1066,"1406"
1067,"1354"
1068,"1449"
1069,"1332"
1070,"1276"
1071,"1271"
1072,"1224"
1073,"1161"
1074,"1135"
1075,"1040"
1076,"1009"
1077,"962"
1078,"917"
1079,"906"
1080,"894"
1081,"838"
1082,"833"
1083,"782"
1084,"817"
1085,"738"
1086,"763"
1087,"807"
1088,"712"
1089,"708"
1090,"739"
1091,"683"
1092,"704"
1093,"677"
1094,"701"
1095,"652"
1096,"648"
1097,"627"
1098,"704"
1099,"617"
1100,"623"
1101,"647"
1102,"575"
1103,"569"
1104,"581"
1105,"574"
1106,"583"
1107,"597"
1108,"558"
1109,"552"
1110,"513"
1111,"529"
1112,"566"
1113,"522"
1114,"529"
1115,"509"
1116,"555"
1117,"561"
1118,"507"
1119,"486"
1120,"528"
1121,"451"
1122,"501"
1123,"484"
1124,"536"
1125,"497"
1126,"520"
1127,"446"
1128,"505"
1129,"477"
1130,"485"
1131,"466"
1132,"464"
1133,"479"
1134,"553"
1135,"504"
1136,"523"
1137,"527"
1138,"548"
1139,"520"
1140,"611"
1141,"637"
1142,"647"
1143,"686"
1144,"681"
1145,"664"
1146,"662"
1147,"693"
1148,"642"
1149,"634"
1150,"576"
1151,"548"
1152,"575"
1153,"547"
1154,"499"
1155,"503"
1156,"483"
1157,"492"
1158,"479"
1159,"492"
1160,"500"
1161,"496"
1162,"475"
1163,"495"
1164,"473"
1165,"462"
1166,"503"
1167,"488"
1168,"446"
1169,"457"
1170,"499"
1171,"437"
1172,"461"
1173,"477"
1174,"445"
1175,"447"
1176,"453"
1177,"478"
1178,"473"
1179,"434"
1180,"425"
1181,"472"
1182,"460"
1183,"434"
1184,"417"
1185,"463"
1186,"458"
1187,"430"
1188,"484"
1189,"459"
1190,"488"
1191,"463"
1192,"509"
1193,"434"
1194,"449"
1195,"469"
1196,"524"
1197,"486"
1198,"530"
1199,"498"
1200,"556"
1201,"525"
1202,"531"
1203,"534"
1204,"544"
1205,"476"
1206,"498"
1207,"469"
1208,"484"
1209,"450"
1210,"496"
1211,"484"
1212,"444"
1213,"432"
1214,"467"
1215,"416"
1216,"376"
1217,"407"
1218,"429"
1219,"431"
1220,"432"
1221,"455"
1222,"413"
1223,"454"
1224,"432"
1225,"440"
1226,"421"
1227,"433"
1228,"436"
1229,"383"
1230,"425"
1231,"437"
1232,"421"
1233,"476"
1234,"436"
1235,"430"
1236,"384"
1237,"440"
1238,"413"
1239,"434"
1240,"406"
1241,"390"
1242,"396"
1243,"410"
1244,"435"
1245,"368"
1246,"408"
1247,"398"
1248,"409"
1249,"398"
1250,"430"
1251,"416"
1252,"358"
1253,"406"
1254,"395"
1255,"405"
1256,"384"
1257,"430"
1258,"370"
1259,"398"
1260,"383"
1261,"400"
1262,"384"
1263,"372"
1264,"430"
1265,"368"
1266,"439"
1267,"401"
1268,"440"
1269,"402"
1270,"425"
1271,"444"
1272,"421"
1273,"388"
1274,"383"
1275,"397"
1276,"388"
1277,"364"
1278,"382"
1279,"400"
1280,"393"
1281,"392"
1282,"383"
1283,"434"
1284,"392"
1285,"421"
1286,"391"
1287,"358"
1288,"393"
1289,"376"
1290,"374"
1291,"371"
1292,"400"
1293,"374"
1294,"384"
1295,"401"
1296,"372"
1297,"364"
1298,"393"
1299,"423"
1300,"396"
1301,"369"
1302,"400"
1303,"361"
1304,"361"
1305,"386"
1306,"393"
1307,"398"
1308,"397"
1309,"371"
1310,"361"
1311,"384"
1312,"348"
1313,"382"
1314,"358"
1315,"364"
1316,"372"
1317,"375"
1318,"380"
1319,"373"
1320,"354"
1321,"352"
1322,"370"
1323,"378"
1324,"402"
1325,"346"
1326,"336"
1327,"368"
1328,"362"
1329,"344"
1330,"372"
1331,"342"
1332,"372"
1333,"349"
1334,"344"
1335,"360"
1336,"383"
1337,"360"
1338,"366"
1339,"346"
1340,"369"
1341,"371"
1342,"349"
1343,"381"
1344,"341"
1345,"350"
1346,"333"
1347,"344"
1348,"320"
1349,"375"
1350,"380"
1351,"364"
1352,"350"
1353,"301"
1354,"367"
1355,"404"
1356,"364"
1357,"345"
1358,"335"
1359,"336"
1360,"346"
1361,"343"
1362,"354"
1363,"357"
1364,"357"
1365,"367"
1366,"339"
1367,"333"
1368,"305"
1369,"348"
1370,"341"
1371,"345"
1372,"332"
1373,"321"
1374,"335"
1375,"313"
1376,"324"
1377,"366"
1378,"349"
1379,"355"
1380,"349"
1381,"302"
1382,"313"
1383,"334"
1384,"340"
1385,"324"
1386,"334"
1387,"323"
1388,"331"
1389,"304"
1390,"315"
1391,"335"
1392,"301"
1393,"335"
1394,"332"
1395,"338"
1396,"332"
1397,"330"
1398,"304"
1399,"301"
1400,"288"
1401,"342"
1402,"294"
1403,"327"
1404,"281"
1405,"279"
1406,"318"
1407,"301"
1408,"337"
1409,"313"
1410,"297"
1411,"332"
1412,"318"
1413,"285"
1414,"300"
1415,"293"
1416,"295"
1417,"306"
1418,"286"
1419,"341"
1420,"315"
1421,"301"
1422,"311"
1423,"311"
1424,"280"
1425,"294"
1426,"284"
1427,"310"
1428,"296"
1429,"268"
1430,"275"
1431,"320"
1432,"274"
1433,"295"
1434,"278"
1435,"312"
1436,"287"
1437,"283"
1438,"315"
1439,"250"
1440,"281"
1441,"304"
1442,"281"
1443,"261"
1444,"293"
1445,"271"
1446,"269"
1447,"284"
1448,"273"
1449,"265"
1450,"273"
1451,"287"
1452,"261"
1453,"280"
1454,"250"
1455,"250"
1456,"287"
1457,"267"
1458,"275"
1459,"276"
1460,"247"
1461,"256"
1462,"275"
1463,"276"
1464,"261"
1465,"270"
1466,"299"
1467,"242"
1468,"277"
1469,"259"
1470,"260"
1471,"256"
1472,"293"
1473,"280"
1474,"287"
1475,"292"
1476,"276"
1477,"257"
1478,"254"
1479,"273"
1480,"247"
1481,"247"
1482,"263"
1483,"279"
1484,"233"
1485,"221"
1486,"244"
1487,"239"
1488,"239"
1489,"250"
1490,"227"
1491,"267"
1492,"239"
1493,"236"
1494,"232"
1495,"260"
1496,"253"
1497,"252"
1498,"236"
1499,"232"
1500,"230"
1501,"243"
1502,"238"
1503,"224"
1504,"244"
1505,"257"
1506,"228"
1507,"216"
1508,"233"
1509,"238"
1510,"244"
1511,"260"
1512,"227"
1513,"236"
1514,"216"
1515,"241"
1516,"217"
1517,"217"
1518,"228"
1519,"225"
1520,"206"
1521,"208"
1522,"216"
1523,"206"
1524,"202"
1525,"210"
1526,"236"
1527,"217"
1528,"217"
1529,"187"
1530,"187"
1531,"187"
1532,"260"
1533,"211"
1534,"213"
1535,"179"
1536,"225"
1537,"199"
1538,"200"
1539,"210"
1540,"210"
1541,"209"
1542,"216"
1543,"209"
1544,"194"
1545,"199"
1546,"200"
1547,"194"
1548,"173"
1549,"219"
1550,"187"
1551,"181"
1552,"189"
1553,"192"
1554,"188"
1555,"183"
1556,"205"
1557,"222"
1558,"180"
1559,"173"
1560,"177"
1561,"185"
1562,"206"
1563,"200"
1564,"216"
1565,"182"
1566,"185"
1567,"183"
1568,"195"
1569,"191"
1570,"195"
1571,"170"
1572,"181"
1573,"179"
1574,"191"
1575,"159"
1576,"145"
1577,"188"
1578,"177"
1579,"151"
1580,"171"
1581,"187"
1582,"162"
1583,"171"
1584,"170"
1585,"199"
1586,"152"
1587,"189"
1588,"207"
1589,"148"
1590,"166"
1591,"159"
1592,"156"
1593,"180"
1594,"177"
1595,"192"
1596,"180"
1597,"148"
1598,"171"
1599,"145"
1600,"173"
1601,"144"
1602,"162"
1603,"182"
1604,"153"
1605,"173"
1606,"146"
1607,"162"
1608,"157"
1609,"154"
1610,"137"
1611,"171"
1612,"162"
1613,"132"
1614,"139"
1615,"148"
1616,"142"
1617,"168"
1618,"166"
1619,"175"
1620,"164"
1621,"149"
1622,"139"
1623,"140"
1624,"169"
1625,"139"
1626,"149"
1627,"133"
1628,"148"
1629,"148"
1630,"129"
1631,"132"
1632,"141"
1633,"142"
1634,"119"
1635,"136"
1636,"121"
1637,"126"
1638,"114"
1639,"125"
1640,"107"
1641,"125"
1642,"136"
1643,"117"
1644,"119"
1645,"127"
1646,"124"
1647,"128"
1648,"121"
1649,"115"
1650,"128"
1651,"112"
1652,"124"
1653,"94"
1654,"101"
1655,"91"
1656,"127"
1657,"110"
1658,"109"
1659,"132"
1660,"126"
1661,"107"
1662,"95"
1663,"121"
1664,"113"
1665,"105"
1666,"102"
1667,"103"
1668,"93"
1669,"102"
1670,"92"
1671,"95"
1672,"89"
1673,"103"
1674,"91"
1675,"101"
1676,"98"
1677,"88"
1678,"105"
1679,"83"
1680,"104"
1681,"105"
1682,"99"
1683,"85"
1684,"94"
1685,"100"
1686,"83"
1687,"77"
1688,"93"
1689,"75"
1690,"86"
1691,"84"
1692,"89"
1693,"91"
1694,"67"
1695,"78"
1696,"78"
1697,"81"
1698,"74"
1699,"72"
1700,"85"
1701,"79"
1702,"59"
1703,"77"
1704,"62"
1705,"76"
1706,"59"
1707,"67"
1708,"69"
1709,"73"
1710,"74"
1711,"78"
1712,"52"
1713,"68"
1714,"58"
1715,"56"
1716,"46"
1717,"50"
1718,"66"
1719,"55"
1720,"58"
1721,"62"
1722,"52"
1723,"61"
1724,"52"
1725,"43"
1726,"52"
1727,"42"
1728,"56"
1729,"44"
1730,"53"
1731,"60"
1732,"38"
1733,"54"
1734,"47"
1735,"39"
1736,"58"
1737,"53"
1738,"46"
1739,"39"
1740,"42"
1741,"50"
1742,"51"
1743,"39"
1744,"48"
1745,"36"
1746,"51"
1747,"46"
1748,"39"
1749,"36"
1750,"30"
1751,"44"
1752,"32"
1753,"34"
1754,"39"
1755,"32"
1756,"40"
1757,"30"
1758,"33"
1759,"36"
1760,"36"
1761,"37"
1762,"22"
1763,"35"
1764,"33"
1765,"35"
1766,"23"
1767,"18"
1768,"25"
1769,"22"
1770,"36"
1771,"20"
1772,"23"
1773,"15"
1774,"20"
1775,"17"
1776,"30"
1777,"30"
1778,"26"
1779,"22"
1780,"20"
1781,"22"
1782,"18"
1783,"23"
1784,"18"
1785,"19"
1786,"7"
1787,"18"
1788,"17"
1789,"10"
1790,"14"
1791,"17"
1792,"20"
1793,"17"
1794,"12"
1795,"13"
1796,"9"
1797,"17"
1798,"14"
1799,"14"
1800,"11"
1801,"8"
1802,"9"
1803,"15"
1804,"3"
1805,"6"
1806,"12"
1807,"10"
1808,"7"
1809,"11"
1810,"10"
1811,"10"
1812,"8"
1813,"14"
1814,"15"
1815,"9"
1816,"6"
1817,"10"
1818,"20"
1819,"13"
1820,"8"
1821,"10"
1822,"8"
1823,"5"
1824,"12"
1825,"9"
1826,"6"
1827,"8"
1828,"11"
1829,"5"
1830,"6"
1831,"5"
1832,"13"
1833,"10"
1834,"10"
1835,"7"
1836,"8"
1837,"11"
1838,"9"
1839,"9"
1840,"9"
1841,"8"
1842,"6"
1843,"11"
1844,"8"
1845,"6"
1846,"8"
1847,"2"
1848,"7"
1849,"3"
1850,"6"
1851,"3"
1852,"8"
1853,"7"
1854,"7"
1855,"2"
1856,"4"
1857,"6"
1858,"7"
1859,"2"
1860,"6"
1861,"6"
1862,"3"
1863,"3"
1864,"8"
1865,"5"
1866,"2"
1867,"2"
1868,"3"
1869,"4"
1870,"3"
1871,"3"
1872,"1"
1873,"6"
1874,"8"
1875,"6"
1876,"6"
1877,"3"
1878,"5"
1879,"8"
1880,"4"
1881,"6"
1882,"2"
1883,"4"
1884,"6"
1885,"3"
1886,"5"
1887,"5"
1888,"2"
1889,"1"
1890,"1"
1891,"4"
1892,"3"
1893,"5"
1894,"3"
1895,"5"
1896,"1"
1897,"3"
1898,"2"
1899,"2"
1900,"3"
1901,"5"
1902,"3"
1903,"4"
1904,"4"
1905,"7"
1906,"4"
1907,"1"
1908,"1"
1909,"6"
1910,"1"
1911,"7"
1912,"5"
1913,"1"
1914,"1"
1915,"2"
1916,"5"
1917,"1"
1918,"3"
1919,"3"
1920,"5"
1921,"5"
1922,"3"
1923,"2"
1924,"3"
1925,"4"
1926,"1"
1927,"2"
1928,"1"
1929,"1"
1930,"1"
1931,"4"
1932,"2"
1933,"1"
1934,"0"
1935,"1"
1936,"0"
1937,"4"
1938,"1"
1939,"3"
1940,"1"
1941,"1"
1942,"0"
1943,"1"
1944,"1"
1945,"1"
1946,"1"
1947,"3"
1948,"4"
1949,"3"
1950,"3"
1951,"3"
1952,"1"
1953,"2"
1954,"2"
1955,"0"
1956,"3"
1957,"2"
1958,"1"
1959,"4"
1960,"3"
1961,"2"
1962,"2"
1963,"1"
1964,"2"
1965,"1"
1966,"2"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"2"
1973,"1"
1974,"1"
1975,"1"
1976,"1"
1977,"2"
1978,"2"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"1"
1984,"3"
1985,"0"
1986,"2"
1987,"1"
1988,"1"
1989,"0"
1990,"1"
1991,"0"
1992,"0"
1993,"1"
1994,"0"
1995,"0"
1996,"1"
1997,"2"
1998,"0"
1999,"1"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"1"
2006,"0"
2007,"0"
2008,"0"
2009,"1"
2010,"2"
2011,"1"
2012,"1"
2013,"0"
2014,"0"
2015,"1"
2016,"1"
2017,"1"
2018,"0"
2019,"1"
2020,"1"
2021,"0"
2022,"1"
2023,"0"
2024,"1"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"1"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"2"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"1"
2045,"1"
2046,"0"
2047,"2"


