Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS40W17-IVSD-TR"
355,"4180"
356,"4525"
357,"4259"
358,"3595"
359,"2979"
360,"2121"
361,"1457"
362,"865"
363,"533"
364,"297"
365,"156"
366,"88"
367,"50"
368,"39"
369,"25"
370,"37"
371,"54"
372,"50"
373,"51"
374,"73"
375,"90"
376,"93"
377,"88"
378,"80"
379,"77"
380,"63"
381,"58"
382,"43"
383,"46"
384,"32"
385,"41"
386,"30"
387,"30"
388,"29"
389,"18"
390,"24"
391,"28"
392,"26"
393,"14"
394,"30"
395,"23"
396,"27"
397,"31"
398,"34"
399,"39"
400,"45"
401,"57"
402,"94"
403,"94"
404,"100"
405,"109"
406,"107"
407,"89"
408,"85"
409,"67"
410,"40"
411,"41"
412,"32"
413,"51"
414,"49"
415,"33"
416,"31"
417,"42"
418,"42"
419,"40"
420,"28"
421,"26"
422,"23"
423,"29"
424,"34"
425,"27"
426,"34"
427,"42"
428,"53"
429,"70"
430,"85"
431,"139"
432,"158"
433,"195"
434,"262"
435,"262"
436,"218"
437,"234"
438,"187"
439,"146"
440,"114"
441,"82"
442,"60"
443,"59"
444,"38"
445,"37"
446,"40"
447,"39"
448,"50"
449,"42"
450,"44"
451,"35"
452,"53"
453,"35"
454,"37"
455,"30"
456,"34"
457,"32"
458,"36"
459,"45"
460,"53"
461,"61"
462,"65"
463,"80"
464,"90"
465,"104"
466,"99"
467,"105"
468,"82"
469,"81"
470,"80"
471,"64"
472,"53"
473,"60"
474,"39"
475,"46"
476,"59"
477,"39"
478,"50"
479,"64"
480,"60"
481,"75"
482,"56"
483,"74"
484,"72"
485,"73"
486,"66"
487,"65"
488,"56"
489,"53"
490,"60"
491,"55"
492,"37"
493,"55"
494,"42"
495,"38"
496,"59"
497,"52"
498,"59"
499,"55"
500,"40"
501,"43"
502,"62"
503,"52"
504,"45"
505,"40"
506,"45"
507,"44"
508,"56"
509,"58"
510,"57"
511,"62"
512,"42"
513,"55"
514,"67"
515,"59"
516,"56"
517,"80"
518,"67"
519,"75"
520,"64"
521,"80"
522,"68"
523,"63"
524,"80"
525,"74"
526,"103"
527,"88"
528,"101"
529,"121"
530,"117"
531,"135"
532,"140"
533,"101"
534,"115"
535,"98"
536,"114"
537,"94"
538,"90"
539,"78"
540,"75"
541,"92"
542,"95"
543,"71"
544,"89"
545,"84"
546,"80"
547,"100"
548,"63"
549,"89"
550,"79"
551,"72"
552,"84"
553,"91"
554,"74"
555,"90"
556,"102"
557,"84"
558,"97"
559,"94"
560,"119"
561,"113"
562,"99"
563,"100"
564,"97"
565,"96"
566,"120"
567,"105"
568,"100"
569,"111"
570,"100"
571,"112"
572,"122"
573,"129"
574,"111"
575,"101"
576,"104"
577,"125"
578,"116"
579,"148"
580,"139"
581,"100"
582,"143"
583,"116"
584,"133"
585,"106"
586,"121"
587,"122"
588,"138"
589,"141"
590,"115"
591,"137"
592,"126"
593,"150"
594,"161"
595,"136"
596,"149"
597,"163"
598,"148"
599,"153"
600,"156"
601,"139"
602,"129"
603,"144"
604,"158"
605,"150"
606,"147"
607,"182"
608,"150"
609,"138"
610,"164"
611,"169"
612,"168"
613,"160"
614,"155"
615,"193"
616,"173"
617,"171"
618,"163"
619,"151"
620,"194"
621,"196"
622,"148"
623,"182"
624,"167"
625,"194"
626,"186"
627,"207"
628,"203"
629,"227"
630,"193"
631,"222"
632,"238"
633,"204"
634,"230"
635,"249"
636,"246"
637,"260"
638,"250"
639,"256"
640,"249"
641,"245"
642,"211"
643,"262"
644,"209"
645,"230"
646,"235"
647,"232"
648,"240"
649,"252"
650,"265"
651,"262"
652,"279"
653,"234"
654,"274"
655,"225"
656,"278"
657,"273"
658,"283"
659,"264"
660,"265"
661,"252"
662,"269"
663,"293"
664,"317"
665,"298"
666,"368"
667,"392"
668,"448"
669,"544"
670,"645"
671,"666"
672,"758"
673,"784"
674,"874"
675,"831"
676,"867"
677,"763"
678,"736"
679,"687"
680,"587"
681,"520"
682,"452"
683,"383"
684,"354"
685,"310"
686,"319"
687,"321"
688,"337"
689,"293"
690,"260"
691,"302"
692,"279"
693,"265"
694,"290"
695,"291"
696,"324"
697,"281"
698,"302"
699,"329"
700,"299"
701,"328"
702,"406"
703,"404"
704,"449"
705,"521"
706,"636"
707,"800"
708,"900"
709,"1088"
710,"1206"
711,"1305"
712,"1474"
713,"1471"
714,"1478"
715,"1431"
716,"1314"
717,"1192"
718,"1069"
719,"893"
720,"746"
721,"606"
722,"548"
723,"426"
724,"383"
725,"377"
726,"347"
727,"353"
728,"344"
729,"352"
730,"359"
731,"348"
732,"323"
733,"343"
734,"344"
735,"365"
736,"347"
737,"315"
738,"349"
739,"366"
740,"368"
741,"383"
742,"343"
743,"394"
744,"418"
745,"393"
746,"435"
747,"471"
748,"507"
749,"534"
750,"537"
751,"558"
752,"598"
753,"618"
754,"632"
755,"617"
756,"613"
757,"536"
758,"554"
759,"532"
760,"532"
761,"477"
762,"474"
763,"389"
764,"392"
765,"408"
766,"372"
767,"404"
768,"410"
769,"392"
770,"398"
771,"396"
772,"386"
773,"418"
774,"422"
775,"395"
776,"411"
777,"420"
778,"404"
779,"392"
780,"410"
781,"421"
782,"408"
783,"437"
784,"558"
785,"498"
786,"619"
787,"584"
788,"727"
789,"784"
790,"872"
791,"979"
792,"1117"
793,"1123"
794,"1228"
795,"1152"
796,"1208"
797,"1171"
798,"1074"
799,"1022"
800,"949"
801,"866"
802,"798"
803,"688"
804,"593"
805,"565"
806,"487"
807,"526"
808,"482"
809,"487"
810,"477"
811,"508"
812,"490"
813,"482"
814,"453"
815,"468"
816,"479"
817,"492"
818,"483"
819,"470"
820,"435"
821,"455"
822,"435"
823,"414"
824,"418"
825,"429"
826,"458"
827,"479"
828,"443"
829,"498"
830,"491"
831,"470"
832,"510"
833,"520"
834,"547"
835,"525"
836,"574"
837,"541"
838,"566"
839,"549"
840,"517"
841,"539"
842,"524"
843,"479"
844,"518"
845,"535"
846,"473"
847,"489"
848,"497"
849,"490"
850,"488"
851,"478"
852,"445"
853,"464"
854,"494"
855,"504"
856,"474"
857,"514"
858,"506"
859,"474"
860,"483"
861,"469"
862,"529"
863,"455"
864,"511"
865,"538"
866,"513"
867,"465"
868,"476"
869,"512"
870,"472"
871,"536"
872,"456"
873,"527"
874,"542"
875,"507"
876,"526"
877,"504"
878,"494"
879,"580"
880,"513"
881,"534"
882,"565"
883,"588"
884,"621"
885,"560"
886,"594"
887,"563"
888,"634"
889,"619"
890,"617"
891,"636"
892,"665"
893,"696"
894,"623"
895,"647"
896,"606"
897,"606"
898,"607"
899,"613"
900,"619"
901,"607"
902,"585"
903,"612"
904,"635"
905,"642"
906,"602"
907,"671"
908,"642"
909,"606"
910,"630"
911,"650"
912,"684"
913,"656"
914,"666"
915,"678"
916,"691"
917,"714"
918,"646"
919,"674"
920,"718"
921,"702"
922,"784"
923,"732"
924,"797"
925,"776"
926,"798"
927,"833"
928,"786"
929,"866"
930,"857"
931,"916"
932,"974"
933,"923"
934,"994"
935,"1027"
936,"1037"
937,"1133"
938,"1206"
939,"1252"
940,"1236"
941,"1351"
942,"1341"
943,"1519"
944,"1519"
945,"1558"
946,"1572"
947,"1710"
948,"1737"
949,"1746"
950,"1915"
951,"1904"
952,"1992"
953,"2034"
954,"2060"
955,"2129"
956,"2086"
957,"2196"
958,"2190"
959,"2137"
960,"2178"
961,"2138"
962,"2239"
963,"2052"
964,"2088"
965,"2022"
966,"1944"
967,"1939"
968,"1908"
969,"1887"
970,"1802"
971,"1703"
972,"1585"
973,"1566"
974,"1561"
975,"1422"
976,"1381"
977,"1323"
978,"1301"
979,"1218"
980,"1171"
981,"1105"
982,"1118"
983,"1011"
984,"973"
985,"956"
986,"933"
987,"899"
988,"851"
989,"786"
990,"807"
991,"784"
992,"724"
993,"711"
994,"726"
995,"694"
996,"681"
997,"675"
998,"674"
999,"674"
1000,"704"
1001,"699"
1002,"697"
1003,"735"
1004,"767"
1005,"824"
1006,"839"
1007,"910"
1008,"980"
1009,"1061"
1010,"1158"
1011,"1236"
1012,"1307"
1013,"1419"
1014,"1483"
1015,"1557"
1016,"1546"
1017,"1740"
1018,"1684"
1019,"1617"
1020,"1516"
1021,"1452"
1022,"1370"
1023,"1368"
1024,"1221"
1025,"1065"
1026,"976"
1027,"817"
1028,"793"
1029,"769"
1030,"657"
1031,"596"
1032,"641"
1033,"605"
1034,"565"
1035,"576"
1036,"528"
1037,"558"
1038,"562"
1039,"521"
1040,"582"
1041,"555"
1042,"576"
1043,"567"
1044,"593"
1045,"632"
1046,"595"
1047,"601"
1048,"613"
1049,"681"
1050,"698"
1051,"724"
1052,"727"
1053,"815"
1054,"775"
1055,"846"
1056,"859"
1057,"966"
1058,"996"
1059,"1039"
1060,"1096"
1061,"1175"
1062,"1179"
1063,"1191"
1064,"1315"
1065,"1288"
1066,"1286"
1067,"1272"
1068,"1345"
1069,"1267"
1070,"1263"
1071,"1182"
1072,"1166"
1073,"1055"
1074,"1009"
1075,"1011"
1076,"898"
1077,"954"
1078,"917"
1079,"877"
1080,"798"
1081,"781"
1082,"774"
1083,"818"
1084,"763"
1085,"799"
1086,"722"
1087,"770"
1088,"714"
1089,"687"
1090,"695"
1091,"687"
1092,"679"
1093,"646"
1094,"665"
1095,"629"
1096,"668"
1097,"606"
1098,"579"
1099,"651"
1100,"628"
1101,"598"
1102,"553"
1103,"550"
1104,"522"
1105,"570"
1106,"593"
1107,"538"
1108,"550"
1109,"546"
1110,"585"
1111,"521"
1112,"536"
1113,"522"
1114,"496"
1115,"524"
1116,"501"
1117,"524"
1118,"451"
1119,"499"
1120,"541"
1121,"478"
1122,"445"
1123,"480"
1124,"493"
1125,"491"
1126,"465"
1127,"471"
1128,"457"
1129,"499"
1130,"481"
1131,"458"
1132,"469"
1133,"445"
1134,"477"
1135,"492"
1136,"511"
1137,"491"
1138,"552"
1139,"514"
1140,"564"
1141,"561"
1142,"606"
1143,"633"
1144,"635"
1145,"607"
1146,"657"
1147,"682"
1148,"603"
1149,"656"
1150,"557"
1151,"603"
1152,"523"
1153,"515"
1154,"497"
1155,"485"
1156,"501"
1157,"439"
1158,"444"
1159,"461"
1160,"498"
1161,"427"
1162,"463"
1163,"497"
1164,"436"
1165,"473"
1166,"482"
1167,"509"
1168,"491"
1169,"463"
1170,"496"
1171,"455"
1172,"442"
1173,"452"
1174,"448"
1175,"461"
1176,"433"
1177,"437"
1178,"458"
1179,"466"
1180,"433"
1181,"418"
1182,"389"
1183,"427"
1184,"455"
1185,"438"
1186,"447"
1187,"396"
1188,"434"
1189,"449"
1190,"449"
1191,"464"
1192,"408"
1193,"456"
1194,"486"
1195,"463"
1196,"512"
1197,"451"
1198,"506"
1199,"479"
1200,"503"
1201,"476"
1202,"504"
1203,"518"
1204,"481"
1205,"489"
1206,"491"
1207,"476"
1208,"431"
1209,"474"
1210,"394"
1211,"457"
1212,"433"
1213,"416"
1214,"411"
1215,"448"
1216,"404"
1217,"398"
1218,"412"
1219,"402"
1220,"399"
1221,"415"
1222,"426"
1223,"415"
1224,"416"
1225,"398"
1226,"418"
1227,"408"
1228,"421"
1229,"401"
1230,"380"
1231,"408"
1232,"449"
1233,"413"
1234,"384"
1235,"354"
1236,"392"
1237,"390"
1238,"373"
1239,"417"
1240,"402"
1241,"387"
1242,"350"
1243,"422"
1244,"405"
1245,"390"
1246,"425"
1247,"408"
1248,"418"
1249,"405"
1250,"361"
1251,"383"
1252,"412"
1253,"420"
1254,"399"
1255,"381"
1256,"389"
1257,"408"
1258,"408"
1259,"393"
1260,"399"
1261,"379"
1262,"400"
1263,"394"
1264,"368"
1265,"369"
1266,"392"
1267,"407"
1268,"371"
1269,"395"
1270,"399"
1271,"403"
1272,"407"
1273,"391"
1274,"432"
1275,"355"
1276,"387"
1277,"401"
1278,"401"
1279,"384"
1280,"408"
1281,"375"
1282,"409"
1283,"416"
1284,"400"
1285,"368"
1286,"354"
1287,"357"
1288,"399"
1289,"376"
1290,"366"
1291,"385"
1292,"333"
1293,"369"
1294,"402"
1295,"377"
1296,"368"
1297,"389"
1298,"354"
1299,"366"
1300,"375"
1301,"360"
1302,"370"
1303,"372"
1304,"369"
1305,"374"
1306,"385"
1307,"336"
1308,"328"
1309,"350"
1310,"373"
1311,"346"
1312,"338"
1313,"351"
1314,"338"
1315,"364"
1316,"373"
1317,"348"
1318,"375"
1319,"345"
1320,"347"
1321,"373"
1322,"334"
1323,"338"
1324,"308"
1325,"371"
1326,"341"
1327,"315"
1328,"336"
1329,"341"
1330,"378"
1331,"358"
1332,"326"
1333,"377"
1334,"332"
1335,"383"
1336,"321"
1337,"373"
1338,"341"
1339,"348"
1340,"346"
1341,"385"
1342,"345"
1343,"331"
1344,"358"
1345,"324"
1346,"378"
1347,"332"
1348,"311"
1349,"341"
1350,"328"
1351,"321"
1352,"332"
1353,"349"
1354,"338"
1355,"330"
1356,"341"
1357,"349"
1358,"344"
1359,"318"
1360,"321"
1361,"351"
1362,"335"
1363,"320"
1364,"321"
1365,"338"
1366,"320"
1367,"328"
1368,"319"
1369,"329"
1370,"308"
1371,"362"
1372,"322"
1373,"307"
1374,"323"
1375,"307"
1376,"323"
1377,"296"
1378,"318"
1379,"338"
1380,"316"
1381,"305"
1382,"289"
1383,"308"
1384,"310"
1385,"309"
1386,"307"
1387,"285"
1388,"293"
1389,"329"
1390,"333"
1391,"297"
1392,"318"
1393,"291"
1394,"302"
1395,"317"
1396,"297"
1397,"294"
1398,"309"
1399,"294"
1400,"303"
1401,"298"
1402,"290"
1403,"303"
1404,"311"
1405,"329"
1406,"291"
1407,"309"
1408,"299"
1409,"295"
1410,"275"
1411,"288"
1412,"303"
1413,"287"
1414,"273"
1415,"271"
1416,"297"
1417,"284"
1418,"308"
1419,"277"
1420,"297"
1421,"295"
1422,"302"
1423,"301"
1424,"281"
1425,"287"
1426,"280"
1427,"274"
1428,"303"
1429,"320"
1430,"291"
1431,"277"
1432,"283"
1433,"279"
1434,"308"
1435,"302"
1436,"298"
1437,"267"
1438,"284"
1439,"269"
1440,"268"
1441,"284"
1442,"297"
1443,"306"
1444,"286"
1445,"281"
1446,"288"
1447,"265"
1448,"283"
1449,"257"
1450,"284"
1451,"260"
1452,"236"
1453,"267"
1454,"263"
1455,"280"
1456,"250"
1457,"248"
1458,"255"
1459,"280"
1460,"277"
1461,"274"
1462,"281"
1463,"263"
1464,"273"
1465,"233"
1466,"269"
1467,"277"
1468,"237"
1469,"262"
1470,"265"
1471,"267"
1472,"262"
1473,"233"
1474,"276"
1475,"243"
1476,"246"
1477,"249"
1478,"259"
1479,"248"
1480,"238"
1481,"237"
1482,"265"
1483,"259"
1484,"226"
1485,"245"
1486,"224"
1487,"240"
1488,"242"
1489,"215"
1490,"236"
1491,"229"
1492,"237"
1493,"221"
1494,"251"
1495,"222"
1496,"257"
1497,"269"
1498,"255"
1499,"208"
1500,"249"
1501,"248"
1502,"238"
1503,"248"
1504,"246"
1505,"217"
1506,"214"
1507,"254"
1508,"209"
1509,"219"
1510,"254"
1511,"212"
1512,"235"
1513,"206"
1514,"208"
1515,"212"
1516,"229"
1517,"208"
1518,"219"
1519,"207"
1520,"230"
1521,"211"
1522,"199"
1523,"228"
1524,"235"
1525,"231"
1526,"198"
1527,"194"
1528,"196"
1529,"208"
1530,"182"
1531,"208"
1532,"196"
1533,"213"
1534,"229"
1535,"232"
1536,"216"
1537,"212"
1538,"219"
1539,"202"
1540,"215"
1541,"220"
1542,"190"
1543,"174"
1544,"207"
1545,"187"
1546,"209"
1547,"222"
1548,"213"
1549,"203"
1550,"191"
1551,"212"
1552,"194"
1553,"173"
1554,"176"
1555,"188"
1556,"180"
1557,"201"
1558,"194"
1559,"186"
1560,"178"
1561,"189"
1562,"195"
1563,"198"
1564,"201"
1565,"203"
1566,"162"
1567,"173"
1568,"168"
1569,"180"
1570,"180"
1571,"186"
1572,"178"
1573,"181"
1574,"169"
1575,"182"
1576,"169"
1577,"183"
1578,"183"
1579,"175"
1580,"180"
1581,"184"
1582,"166"
1583,"190"
1584,"155"
1585,"162"
1586,"182"
1587,"170"
1588,"185"
1589,"154"
1590,"162"
1591,"160"
1592,"167"
1593,"166"
1594,"151"
1595,"166"
1596,"152"
1597,"150"
1598,"137"
1599,"153"
1600,"170"
1601,"165"
1602,"140"
1603,"162"
1604,"155"
1605,"179"
1606,"158"
1607,"169"
1608,"169"
1609,"164"
1610,"159"
1611,"148"
1612,"150"
1613,"137"
1614,"144"
1615,"163"
1616,"136"
1617,"151"
1618,"127"
1619,"119"
1620,"131"
1621,"154"
1622,"149"
1623,"153"
1624,"163"
1625,"138"
1626,"138"
1627,"124"
1628,"143"
1629,"151"
1630,"152"
1631,"131"
1632,"130"
1633,"127"
1634,"132"
1635,"117"
1636,"137"
1637,"119"
1638,"114"
1639,"121"
1640,"123"
1641,"140"
1642,"131"
1643,"87"
1644,"120"
1645,"126"
1646,"126"
1647,"115"
1648,"101"
1649,"120"
1650,"136"
1651,"113"
1652,"107"
1653,"90"
1654,"109"
1655,"109"
1656,"102"
1657,"99"
1658,"121"
1659,"90"
1660,"129"
1661,"108"
1662,"98"
1663,"97"
1664,"105"
1665,"118"
1666,"119"
1667,"96"
1668,"98"
1669,"121"
1670,"110"
1671,"90"
1672,"77"
1673,"98"
1674,"91"
1675,"93"
1676,"107"
1677,"79"
1678,"70"
1679,"77"
1680,"88"
1681,"92"
1682,"94"
1683,"92"
1684,"75"
1685,"88"
1686,"99"
1687,"73"
1688,"73"
1689,"103"
1690,"86"
1691,"93"
1692,"96"
1693,"89"
1694,"74"
1695,"82"
1696,"75"
1697,"65"
1698,"68"
1699,"74"
1700,"78"
1701,"58"
1702,"62"
1703,"71"
1704,"75"
1705,"63"
1706,"69"
1707,"67"
1708,"71"
1709,"55"
1710,"70"
1711,"69"
1712,"76"
1713,"51"
1714,"53"
1715,"58"
1716,"54"
1717,"58"
1718,"62"
1719,"46"
1720,"53"
1721,"49"
1722,"67"
1723,"54"
1724,"61"
1725,"70"
1726,"62"
1727,"51"
1728,"72"
1729,"50"
1730,"43"
1731,"47"
1732,"41"
1733,"50"
1734,"43"
1735,"55"
1736,"52"
1737,"34"
1738,"45"
1739,"47"
1740,"48"
1741,"45"
1742,"42"
1743,"38"
1744,"40"
1745,"43"
1746,"34"
1747,"46"
1748,"30"
1749,"36"
1750,"42"
1751,"34"
1752,"41"
1753,"40"
1754,"23"
1755,"36"
1756,"42"
1757,"36"
1758,"30"
1759,"38"
1760,"35"
1761,"25"
1762,"33"
1763,"30"
1764,"33"
1765,"36"
1766,"24"
1767,"21"
1768,"22"
1769,"24"
1770,"30"
1771,"31"
1772,"18"
1773,"25"
1774,"25"
1775,"16"
1776,"21"
1777,"18"
1778,"18"
1779,"14"
1780,"18"
1781,"27"
1782,"23"
1783,"15"
1784,"26"
1785,"17"
1786,"17"
1787,"15"
1788,"11"
1789,"21"
1790,"20"
1791,"12"
1792,"14"
1793,"11"
1794,"15"
1795,"18"
1796,"14"
1797,"10"
1798,"15"
1799,"7"
1800,"7"
1801,"11"
1802,"11"
1803,"16"
1804,"17"
1805,"11"
1806,"9"
1807,"9"
1808,"9"
1809,"17"
1810,"14"
1811,"8"
1812,"11"
1813,"9"
1814,"10"
1815,"9"
1816,"16"
1817,"6"
1818,"10"
1819,"10"
1820,"6"
1821,"6"
1822,"5"
1823,"12"
1824,"10"
1825,"14"
1826,"15"
1827,"7"
1828,"7"
1829,"12"
1830,"12"
1831,"3"
1832,"7"
1833,"6"
1834,"8"
1835,"16"
1836,"11"
1837,"4"
1838,"8"
1839,"8"
1840,"12"
1841,"4"
1842,"8"
1843,"9"
1844,"7"
1845,"5"
1846,"6"
1847,"7"
1848,"3"
1849,"6"
1850,"1"
1851,"7"
1852,"1"
1853,"4"
1854,"3"
1855,"1"
1856,"5"
1857,"4"
1858,"4"
1859,"1"
1860,"5"
1861,"2"
1862,"6"
1863,"7"
1864,"6"
1865,"7"
1866,"6"
1867,"5"
1868,"9"
1869,"4"
1870,"5"
1871,"4"
1872,"3"
1873,"6"
1874,"10"
1875,"2"
1876,"10"
1877,"3"
1878,"2"
1879,"7"
1880,"2"
1881,"5"
1882,"8"
1883,"6"
1884,"2"
1885,"5"
1886,"4"
1887,"3"
1888,"2"
1889,"6"
1890,"3"
1891,"7"
1892,"6"
1893,"6"
1894,"5"
1895,"1"
1896,"4"
1897,"4"
1898,"4"
1899,"4"
1900,"2"
1901,"1"
1902,"2"
1903,"3"
1904,"4"
1905,"2"
1906,"4"
1907,"1"
1908,"1"
1909,"5"
1910,"0"
1911,"1"
1912,"2"
1913,"1"
1914,"0"
1915,"3"
1916,"6"
1917,"3"
1918,"2"
1919,"0"
1920,"5"
1921,"3"
1922,"4"
1923,"2"
1924,"4"
1925,"1"
1926,"6"
1927,"1"
1928,"4"
1929,"3"
1930,"2"
1931,"2"
1932,"0"
1933,"0"
1934,"5"
1935,"1"
1936,"1"
1937,"4"
1938,"2"
1939,"2"
1940,"0"
1941,"0"
1942,"3"
1943,"4"
1944,"0"
1945,"0"
1946,"2"
1947,"2"
1948,"1"
1949,"1"
1950,"2"
1951,"1"
1952,"3"
1953,"1"
1954,"4"
1955,"0"
1956,"0"
1957,"0"
1958,"3"
1959,"0"
1960,"1"
1961,"1"
1962,"2"
1963,"0"
1964,"0"
1965,"2"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"1"
1971,"3"
1972,"2"
1973,"2"
1974,"2"
1975,"0"
1976,"2"
1977,"0"
1978,"1"
1979,"3"
1980,"1"
1981,"1"
1982,"0"
1983,"0"
1984,"0"
1985,"4"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"1"
1991,"0"
1992,"1"
1993,"1"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"2"
2005,"0"
2006,"1"
2007,"0"
2008,"1"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"3"
2018,"0"
2019,"1"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"1"
2028,"1"
2029,"1"
2030,"0"
2031,"0"
2032,"0"
2033,"1"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


